"Employee_id","Employee_name","role","phone","email","project_id"
"335","Jillian Morgan","Sales","(344)818-2226","annafuller@lucero.com",""
"336","Bridget Wallace","Manager","001-402-967-6720x95799","wallerstacey@cooper.com","146.0"
"337","Chad Evans","Account","(821)435-4159x7099","melissa38@hendrix-strong.com","168.0"
"338","Taylor Williams II","Account","247-265-0471x5802","oscar76@johnson-powers.biz","25.0"
"339","Robert Nash","Agent","(765)325-4837x44171","cochranlinda@sanchez.com",""
"340","Kenneth Young","Agent","910-705-9129","salazarbrian@gonzalez.com","84.0"
"341","Nathan Davis","Support","(933)601-6583x73792","ramoswilliam@thompson.com","97.0"
"342","Joshua Kaufman","Account","001-811-632-5326x949","ronaldsummers@allen.com",""
"343","Christopher Brown","Agent","350.696.1701x5959","shannon75@evans-burns.net",""
"344","Mrs. Laurie Williams MD","Agent","475.767.7722x660","ofritz@ross.biz","44.0"
"345","Mary Thompson","Account","001-723-510-6724","crawforderic@ramirez.info",""
"346","Travis Moore","Agent","+1-805-911-5794x23873","fryecrystal@mccoy-sutton.biz","151.0"
"347","Linda Moreno","Manager","552-759-7107x56335","jbuchanan@ray-rivera.com",""
"348","Tracie Harrington","Sales","001-239-793-3797","cruzeddie@miller-henry.org",""
"349","Theresa Luna","Agent","576-534-2507","murphymallory@hoffman-bowers.com","117.0"
"350","Mr. Stephen Gonzalez","Project Manager","+1-839-291-4038x8436","jose24@johnson.biz","135.0"
"351","John Browning","Manager","(676)982-9751","james97@martin-anderson.com","2.0"
"352","Sean Tran","Agent","(225)668-0656x259","ariel90@brown.com","81.0"
"353","Brenda Garcia","Manager","(331)955-5165","hgardner@may-foster.com","2.0"
"354","Ann Clark","Account","(514)933-0800","williamskatherine@best.net","160.0"
"355","James Walters","Account","(508)547-0681x0390","ssmith@perkins.net","78.0"
"356","Carly Lewis","Account","+1-409-544-8586","matthew54@wilson-mitchell.com",""
"357","Walter Powers","Sales","001-663-721-0613x39439","obrown@knight.com","122.0"
"358","Emily Robinson","Project Manager","(453)976-5769","shoffman@mathews.com","155.0"
"359","Lisa Vincent","Manager","804-776-9210x533","ramirezdesiree@townsend-roach.com","31.0"
"360","Jesus Randolph","Project Manager","910.672.0113","andrew97@simon.com","101.0"
"361","Michael Johnson","Sales","667.262.0901x4473","sylvia33@west.org",""
"362","Jessica Crane","Agent","730.445.1957x7825","jill56@carpenter.info","174.0"
"363","Dr. Brittany Chambers","Project Manager","486.256.1942x5577","william29@fernandez-collier.com","161.0"
"364","Laura Rowland","Agent","361.261.8808","sarah23@mckinney.com",""
"365","Jennifer Sandoval","Sales","(939)456-1372x3081","nealkristopher@turner-clark.com","141.0"
"366","Cheryl Smith","Manager","613-721-1471x6560","tbrooks@harvey-gillespie.org","56.0"
"367","Meghan Rowland","Support","955.204.7681x6995","fjohnson@wells.com","108.0"
"368","Nathaniel Baldwin","Account","676-953-9705","christinadavis@anderson.net","108.0"
"369","Jonathan Ford","Sales","001-696-480-4918x727","robertsmark@mcdaniel.com","126.0"
"370","Mr. James Garner","Sales","+1-326-404-2359x7371","davidirwin@hart.biz","20.0"
"371","Joseph Benson","Agent","+1-681-767-0468x6111","pmorales@martinez.com","68.0"
"372","Mary Griffin","Sales","+1-358-247-1296","jamesevans@miles.com","118.0"
"373","Maxwell Richards","Project Manager","9429537337","coryhughes@sims.com","151.0"
"374","Brianna Hodges","Project Manager","281.792.3653x4606","qjohnson@galvan.com","64.0"
"375","Bethany Mendez","Project Manager","362.439.8471x69061","woodphillip@santos-hatfield.com",""
"376","Joseph Murphy","Manager","378-976-9899x9275","amanda91@soto-villa.com",""
"377","Crystal Mcintosh","Account","539-435-4358x64496","james58@morris.com","112.0"
"378","Nathan Carter","Agent","939.652.7536","jmedina@obrien-king.biz","108.0"
"379","Victoria Smith","Manager","847.578.9489","brent67@rodriguez.com","22.0"
"380","Isaiah Solis","Project Manager","3018418842","billkeller@smith.org","126.0"
"381","Diane Allen","Project Manager","299.794.8532","georgeburch@harris-jensen.com",""
"382","Patrick Irwin","Sales","571-613-6337x922","smithemily@riley-greene.biz",""
"383","David Boone","Manager","(777)726-9608x43768","porterchristina@obrien-watson.com","91.0"
"384","Melissa Gray","Account","(233)555-6434x3697","chavezlauren@armstrong-ward.com","154.0"
"385","Nathaniel Blankenship Jr.","Manager","553-245-4722x398","wdiaz@davis.com",""
"386","Kristen Wright","Agent","347.524.2642x36428","oliverashley@thompson.com","84.0"
"387","Robert Gonzalez","Manager","001-411-414-2817x852","kristinnguyen@miranda.com","122.0"
"388","Stephanie Long","Project Manager","(607)922-3959","spencermckinney@wright.com","74.0"
"389","Mrs. Donna Rice","Project Manager","868.486.8785x9964","cmartinez@jones.com","93.0"
"390","Tanner Reyes","Project Manager","650-857-3036x2792","douglaslester@king-ross.info","171.0"
"391","Daniel Anderson","Support","8328145057","georgemichael@arnold.info","74.0"
"392","Gary Collins","Account","920.812.8400x83850","lauren75@nguyen.org",""
"393","Jeffrey Freeman","Agent","001-580-389-8126x57422","ohill@williams.com","90.0"
"394","Keith Butler","Support","(268)694-3012","obuchanan@herman-martin.info",""
"395","Michael Cain","Account","695-574-9885x58298","lisahamilton@murphy-hicks.info","78.0"
"396","Wendy Williams","Support","001-944-412-8333","terrywilliam@newton-barnes.com",""
"397","David Dean","Project Manager","+1-615-506-6626x70551","fkoch@chapman-sullivan.com","163.0"
"398","Leroy Martin","Agent","(295)496-1111","fvasquez@wong.com","37.0"
"399","Eddie Bridges","Support","+1-259-510-2451x09109","pennyholloway@rodriguez-watkins.org",""
"400","Andrea Salazar","Project Manager","(517)694-2817","longmatthew@neal.com","166.0"
