"customer_id","first_name","last_name","gender","age","phone","email","avg_income","customer_type","is_ReferenceOnly","segment_id","Employee_id"
"416","Jerry","Johnson","Other","19","(979)498-6491x2594","kaitlynbean@example.org","48050.07","Buyer","F","29","49.0"
"417","Cassidy","Hughes","Other","49","(369)992-0666","wthompson@example.com","21064.3","Buyer","F","21","121.0"
"418","Chelsey","Lawrence","Male","67","+1-929-998-3358x768","xcarr@example.com","137697.36","Investor","F","19",""
"419","Alexander","Martinez","Other","65","582-308-4931x539","vickiepowell@example.org","132629.69","Prospect","F","19","385.0"
"420","Adam","Jones","Other","42","507-662-9143x0491","smithzachary@example.net","58285.61","Investor","F","7","11.0"
"421","Tyler","Hernandez","Other","18","+1-487-620-9986x5642","riveratara@example.net","190418.39","Buyer","F","41","322.0"
"422","Edward","Stone","Male","72","353.609.7669","kmartinez@example.net","34456.29","Buyer","F","54","285.0"
"423","Samantha","Werner","Other","73","5562820175","agilbert@example.org","89305.29","Buyer","F","10",""
"424","Sharon","Jordan","Female","60","372-540-4347x41253","uguerrero@example.com","189005.1","Buyer","F","4","17.0"
"425","Collin","Williams","Female","27","273.421.7503x6192","martha99@example.net","86846.83","Renter","F","27","124.0"
"426","Chad","Gonzalez","Female","69","233.670.3424x4474","creynolds@example.net","129512.56","Prospect","F","25","270.0"
"427","Susan","Perry","Male","18","(335)910-7651","maddenhailey@example.com","82530.91","Buyer","F","38",""
"428","Christopher","Neal","Other","27","+1-728-295-1456x34091","michael11@example.com","58471.96","Investor","F","7","74.0"
"429","Paula","Hayes","Other","56","296-653-9160x770","matthewspatricia@example.org","196875.64","Buyer","F","60","150.0"
"430","Jennifer","Flores","Female","68","518-840-3982x2180","xmack@example.net","84820.13","Buyer","F","35","38.0"
"431","Jessica","Allen","Male","68","(788)464-0788x026","christopher64@example.net","179349.34","Investor","F","10","78.0"
"432","Samuel","Burke","Other","65","935.662.3039","melissa88@example.org","49841.15","Buyer","F","36",""
"433","Kathleen","Pittman","Male","23","308.698.7092x0199","christiangonzalez@example.org","46555.42","Buyer","F","26","201.0"
"434","Lisa","Gray","Other","28","458-848-5805","jacobwilson@example.net","11071.15","Investor","F","48","388.0"
"435","Diana","Johnson","Other","62","722.605.3970x774","timothy08@example.net","132075.03","Renter","F","42","361.0"
"436","Patricia","Barton","Other","36","+1-631-871-4619x9539","alara@example.org","76862.64","Renter","F","40","353.0"
"437","Monique","White","Female","42","796-905-3026x18402","ysmith@example.net","173549.86","Buyer","F","52","216.0"
"438","Richard","Rivera","Male","77","7632066360","jessicaeaton@example.org","97275.93","Buyer","F","5","54.0"
"439","Deborah","Patterson","Male","43","3984910390","trujillojohn@example.org","193797.72","Prospect","F","23",""
"440","Douglas","Taylor","Other","48","+1-345-423-7597x953","nwilliams@example.net","41177.48","Buyer","F","5","386.0"
"441","Amanda","Williams","Male","58","657.645.4492x054","jeffrey11@example.net","174381.52","Prospect","F","40","263.0"
"442","Allen","Hoffman","Female","37","001-889-465-5834x456","carlajennings@example.org","156436.39","Investor","F","28","12.0"
"443","David","Jensen","Male","58","4566603616","ajohnson@example.com","155329.76","Renter","F","46","304.0"
"444","Shane","Bowman","Other","73","001-566-202-3515x85015","alexandererin@example.net","169732.73","Investor","F","9","273.0"
"445","Stephanie","Henderson","Other","60","756-405-8790","jonathanjones@example.org","153399.68","Prospect","F","23","322.0"
"446","Brittany","Parker","Female","80","001-940-264-5315","jennifer19@example.net","127112.96","Buyer","F","39",""
"447","Christopher","Day","Female","35","598.566.4693x65618","jennifer74@example.net","30592.75","Renter","F","57","246.0"
"448","Ellen","Stevens","Male","27","+1-305-670-2377","melissashaffer@example.org","11342.61","Buyer","F","41",""
"449","Anne","Martin","Other","69","+1-556-873-3329x732","jonathon28@example.org","184565.33","Renter","F","36","59.0"
"450","Marco","Hines","Other","78","(576)799-2427x7392","brandonallen@example.org","125246.81","Renter","F","15","382.0"
"451","Andrew","Davis","Other","55","001-501-669-3328x442","mkeller@example.net","160324.77","Renter","F","33",""
"452","Alicia","Preston","Female","64","8752515452","kmorris@example.net","98896.86","Buyer","F","55","338.0"
"453","Chelsea","Jones","Other","39","+1-431-400-6433","uhaney@example.org","27875.1","Renter","F","12","215.0"
"454","Robin","Vasquez","Other","36","273.931.6806x647","clarkmichael@example.org","29411.23","Prospect","F","3","38.0"
"455","Nicholas","Johnson","Female","47","+1-252-498-4241x074","rnelson@example.net","138685.23","Buyer","F","15",""
"456","Miranda","Kennedy","Other","44","001-258-526-7625x90620","glee@example.net","88909.65","Investor","F","59","158.0"
"457","Tina","Walters","Male","23","(346)514-9745x9793","igoodman@example.net","44102.32","Investor","F","34","250.0"
"458","Joshua","Osborn","Female","51","749-286-0995","carla32@example.com","100860.94","Renter","F","25","113.0"
"459","Kimberly","Kim","Other","27","322.439.4612","guerrerorenee@example.com","17520.74","Investor","F","59","40.0"
"460","Christina","Hart","Other","69","634-900-1276x22398","gerald25@example.com","118484.42","Investor","F","23","175.0"
"461","Jennifer","Francis","Female","18","001-971-288-8223x788","diane41@example.com","57453.71","Renter","F","15",""
"462","Alexa","Cruz","Other","53","634-895-6479","mullinsmark@example.com","160524.02","Renter","F","11","111.0"
"463","Gloria","Hanson","Other","33","001-563-883-0972","williamsamy@example.net","65520.58","Renter","F","22","294.0"
"464","Nicole","Butler","Male","79","(762)901-6555x7864","wmorris@example.com","93767.93","Prospect","F","38","8.0"
"465","Pamela","Bell","Other","70","(947)764-0006","istokes@example.com","7266.01","Buyer","F","9","219.0"
"466","Felicia","Howard","Other","38","(965)645-1224x44189","thomasmelanie@example.org","19127.14","Renter","F","3","382.0"
"467","James","Russell","Other","36","+1-960-283-5701","rickywilliams@example.net","81536.24","Buyer","F","60","18.0"
"468","Kenneth","Zuniga","Other","69","(538)260-2050","julie34@example.net","98588.07","Buyer","F","47","264.0"
"469","Beth","Silva","Female","28","(319)579-7972x45284","paul48@example.org","122004.01","Renter","F","31","370.0"
"470","Kent","Rocha","Female","39","635.267.4809x573","breanna80@example.org","61874.2","Renter","F","39",""
"471","Diane","Reynolds","Other","41","(494)742-0315","cheryl07@example.org","140521.47","Investor","F","44","101.0"
"472","Megan","Hernandez","Female","26","919.777.7486","stephanie14@example.org","172723.87","Renter","F","9",""
"473","William","Coleman","Male","43","682-330-8829x586","pmoore@example.org","157070.94","Prospect","F","39",""
"474","Gary","Snow","Male","78","9586694276","coreyhendrix@example.org","12725.67","Buyer","F","35","183.0"
"475","Holly","Cruz","Male","29","(493)615-1817","oliviamorrow@example.com","98698.85","Prospect","F","58","234.0"
"476","Anna","Perry","Other","18","+1-590-962-3272","colewayne@example.net","25461.38","Prospect","F","24","373.0"
"477","Anthony","Hernandez","Male","85","(937)290-0654","lisa79@example.com","52198.78","Prospect","F","52","172.0"
"478","Jacqueline","Jones","Female","62","267.955.3981x889","stevenjones@example.net","197399.21","Buyer","F","17","170.0"
"479","Calvin","Snyder","Male","28","8895458962","andrea76@example.org","32786.63","Investor","F","35","135.0"
"480","Alicia","Callahan","Female","42","4763123961","chenmatthew@example.org","102283.19","Buyer","F","51",""
"481","Amy","Aguirre","Other","84","229-988-6182","sextonpaul@example.net","125540.37","Buyer","F","25","261.0"
"482","Benjamin","Wilson","Male","58","592.537.2982x689","rebecca86@example.net","141980.67","Prospect","F","10","144.0"
"483","Kevin","Barrera","Other","50","8355067578","matthewvaughn@example.org","114131.49","Investor","F","28","215.0"
"484","Lauren","Ramos","Female","53","001-412-331-5550x5705","rwilliamson@example.net","6905.32","Prospect","F","27","208.0"
"485","Jeffrey","Hill","Other","79","640-945-8831x141","curtisjacqueline@example.org","68659.96","Renter","F","36","173.0"
"486","Sharon","Levine","Female","57","903-968-7156x89109","jmedina@example.org","105953.77","Investor","F","26","302.0"
"487","Danielle","Turner","Male","33","001-845-668-4467x94036","jonesjeffery@example.org","22133.97","Renter","F","45","8.0"
"488","Christie","Castillo","Male","45","001-578-331-5975x72927","xnixon@example.net","73372.25","Prospect","F","52","207.0"
"489","Jared","Johnson","Other","24","001-415-685-4233","bennettvictoria@example.com","11474.61","Renter","F","41",""
"490","Casey","Reed","Male","36","001-948-639-6607x3446","hthompson@example.com","20322.81","Prospect","F","28",""
"491","Julia","Armstrong","Male","51","+1-941-274-9161","alexander22@example.org","82400.04","Renter","F","39",""
"492","William","Davis","Other","67","001-881-241-3447","lisa37@example.com","30879.57","Prospect","F","34","72.0"
"493","Keith","Fitzgerald","Other","25","(492)886-4330","tanya09@example.net","115670.47","Renter","F","29",""
"494","Debbie","Cruz","Male","84","(818)836-6771","egraham@example.org","139445.67","Investor","F","51","232.0"
"495","Donald","Edwards","Other","84","(234)320-2223x4998","jessicastanton@example.net","161114.41","Renter","F","44",""
"496","Jeffrey","Fisher","Female","48","(890)317-7915x244","kelly92@example.org","44029.3","Buyer","F","6","67.0"
"497","John","Garrison","Female","63","274-365-6426","wsanchez@example.org","37659.1","Prospect","F","13","191.0"
"498","Noah","Jones","Male","26","001-956-995-5922","qrosales@example.org","25390.73","Buyer","F","47","350.0"
"499","Kenneth","Williams","Other","62","685.602.5513","nancy67@example.org","129103.9","Investor","F","18","41.0"
"500","Henry","Lozano","Other","42","790.647.3314","ssimon@example.org","142762.77","Prospect","F","37",""
"501","Nathaniel","Olson","Female","40","001-932-751-1497","bryangolden@example.org","11159.3","Prospect","F","36",""
"502","Keith","Aguilar","Other","55","237-276-6183x0858","sharpamanda@example.org","187561.39","Investor","F","52","188.0"
"503","Christopher","Harris","Female","50","851-414-3678","landryalexis@example.net","15134.4","Prospect","F","37","173.0"
"504","Chris","Bryant","Male","61","9962856425","pmay@example.org","110552.79","Prospect","F","58","226.0"
"505","Douglas","Patterson","Male","79","001-833-215-4230","lopezbrian@example.net","143266.8","Buyer","F","25","250.0"
"506","Ryan","Rogers","Male","47","+1-850-952-2411x4206","garciacharles@example.com","174838.98","Investor","F","23","190.0"
"507","Joanna","Knight","Other","19","4164633822","benjamin53@example.net","144246.95","Investor","F","6","130.0"
"508","David","Ortega","Other","61","3565201901","amanda33@example.net","161336.98","Buyer","F","12","169.0"
"509","Craig","Perez","Female","63","(652)786-1323","vshelton@example.org","71192.79","Renter","F","18","19.0"
"510","Jay","Lopez","Other","42","(544)697-6024x9866","julieblair@example.net","163890.9","Prospect","F","16","302.0"
"511","Stephanie","Wright","Male","51","001-377-734-9852x97356","wendyholden@example.com","20622.4","Renter","F","54","53.0"
"512","Nathan","Cook","Other","63","847-862-5380","daniel75@example.org","179489.25","Renter","F","8","397.0"
"513","John","Sweeney","Male","81","001-852-447-4665x353","julie24@example.org","111780.51","Buyer","F","35",""
"514","Natalie","Mann","Female","65","(579)724-1571x2763","jason46@example.net","164373.07","Investor","F","57","385.0"
"515","Mark","Curry","Other","53","990.561.6824","perrymichael@example.org","93202.07","Prospect","F","49","394.0"
"516","Emily","Porter","Other","53","968-537-1030","danderson@example.com","130497.65","Prospect","F","37",""
"517","Hayley","Hampton","Male","85","001-501-348-9678x08264","tiffanywerner@example.com","107648.52","Prospect","F","35",""
"518","Kristen","Vargas","Other","62","576-525-4292x6456","stevenskaitlin@example.net","147659.96","Prospect","F","50","15.0"
"519","Michelle","Chapman","Female","33","903-369-4811x2664","rhayes@example.org","20917.85","Prospect","F","1",""
"520","Robert","Small","Other","44","335.439.1016","kristen90@example.org","16768.66","Prospect","F","21","111.0"
"521","Richard","Higgins","Other","51","001-694-690-1333","thomaswade@example.com","53185.13","Renter","F","16","63.0"
"522","Diane","Harris","Female","61","+1-548-214-0984x10167","mcknightregina@example.org","36111.21","Investor","F","28","33.0"
"523","Dale","Smith","Female","65","899-310-0420x2886","cmoon@example.net","174997.8","Investor","F","18","156.0"
"524","Tammie","Walter","Male","34","+1-603-442-1348x548","clarkjames@example.com","47746.73","Renter","F","47","64.0"
"525","Bryan","Woods","Male","73","+1-917-391-3860x15711","nataliepatton@example.org","195293.72","Prospect","F","52","304.0"
"526","Brandi","Parker","Male","78","6243702881","andersonamanda@example.net","70694.68","Buyer","F","32",""
"527","Kerry","Taylor","Other","84","319.536.7857x6463","johnsondana@example.com","40512.99","Investor","F","20","54.0"
"528","Christina","Rodriguez","Other","24","(319)742-3215x4013","martinjenkins@example.net","158991.21","Prospect","F","11",""
"529","Ryan","Stanley","Male","50","(216)484-5525x2741","justin17@example.net","133448.02","Prospect","F","7","156.0"
"530","Amy","Bush","Other","60","288-256-6948x993","daniel56@example.com","102148.16","Investor","F","36","211.0"
"531","Michael","Alvarado","Female","62","(835)458-4227x1726","richard04@example.com","113295.89","Buyer","F","23","370.0"
"532","Morgan","Alvarez","Other","43","+1-901-344-1306x86240","smithdanielle@example.com","145244.35","Renter","F","19","107.0"
"533","Robert","Greene","Female","83","+1-341-772-8207x62381","donaldthomas@example.org","49548.67","Prospect","F","29","381.0"
"534","Henry","Hawkins","Male","66","608-247-5283x5999","nelsonbenjamin@example.net","199285.11","Investor","F","10","370.0"
"535","Joseph","Jacobs","Male","61","535-711-3505","kpennington@example.net","195084.67","Prospect","F","37","133.0"
"536","Alyssa","Anderson","Male","28","9645157809","andersonamber@example.org","131813.51","Renter","F","21","88.0"
"537","Andrew","Evans","Other","55","+1-645-934-1952x814","smarsh@example.net","43910.78","Investor","F","26","64.0"
"538","Nicole","Anderson","Female","64","5217889306","jzavala@example.net","137644.51","Prospect","F","12","363.0"
"539","Jennifer","Johnson","Male","34","978.691.2139","lynnpowell@example.net","19078.69","Renter","F","48","284.0"
"540","Alexander","Olsen","Other","28","+1-655-475-9940","flowerscarrie@example.com","10977.24","Renter","F","7",""
"541","Ashley","Williams","Male","78","852-989-8606x1065","jesusavila@example.com","55248.16","Buyer","F","34","317.0"
"542","Scott","Williams","Male","31","(252)476-1368x1498","jeffrey08@example.com","95211.48","Investor","F","6","261.0"
"543","James","Sharp","Female","57","+1-292-696-4447x725","johntaylor@example.com","174313.14","Renter","F","19","152.0"
"544","Grant","Turner","Other","34","7045172415","uburke@example.net","146797.97","Renter","F","11",""
"545","Matthew","Ellis","Male","63","001-606-427-9602","shannon33@example.org","149827.77","Investor","F","30","371.0"
"546","Diane","Oliver","Other","52","694-252-3158x28630","cassielong@example.net","87971.2","Prospect","F","45","202.0"
"547","Christina","Davis","Male","76","(617)342-9220","xmarshall@example.org","72457.32","Prospect","F","41","199.0"
"548","Rebecca","Howard","Female","62","892.566.9370","loriwalton@example.org","77352.56","Prospect","F","52",""
"549","David","Hall","Female","57","(280)848-5022","powersbrandon@example.net","197591.66","Investor","F","10","81.0"
"550","John","Sanchez","Male","18","(493)779-7190x000","jgarcia@example.org","12821.29","Renter","F","31","199.0"
"551","Meagan","Bennett","Male","80","001-447-518-5594x079","mitchellkimberly@example.net","174071.14","Prospect","F","50","146.0"
"552","Linda","Robinson","Female","47","001-631-567-7814x5647","vsmith@example.org","117841.7","Buyer","F","13","136.0"
"553","Christina","Landry","Other","73","(739)411-7766x650","wwong@example.com","90530.01","Prospect","F","46","303.0"
"554","Carl","Johnson","Other","67","001-328-215-7806","davidjones@example.org","146425.24","Prospect","F","6","142.0"
"555","Peter","Garrett","Other","48","+1-770-467-6353x22371","meltonnicholas@example.net","99900.44","Investor","F","48","198.0"
"556","Zachary","Mitchell","Female","70","256.537.1142x94300","xgreer@example.org","175317.53","Renter","F","12",""
"557","Ashley","Medina","Female","32","001-823-513-2465x986","tarafischer@example.net","180636.86","Prospect","F","18","284.0"
"558","Jennifer","Garcia","Other","80","+1-383-676-5915x38201","olsenlinda@example.org","87235.58","Renter","F","10",""
"559","Isabella","Long","Other","20","(667)735-1272","jeffrey37@example.com","58981.42","Renter","F","19","63.0"
"560","Emily","Edwards","Male","74","001-669-676-4878x49622","maria04@example.com","120508.31","Buyer","F","10",""
"561","Colleen","Edwards","Female","45","(992)896-5685x12062","owhite@example.net","182910.85","Investor","F","51","335.0"
"562","Luis","Johnson","Female","65","793.244.2129x146","dylangonzalez@example.com","46079.13","Prospect","F","3","95.0"
"563","Steven","Riggs","Male","36","001-204-957-9725x184","harrisdebra@example.net","126478.48","Buyer","F","26",""
"564","Dennis","Carter","Other","78","+1-723-337-2094","xfreeman@example.net","128154.24","Renter","F","54","54.0"
"565","Sean","Foster","Female","19","(632)686-3011x22008","paulking@example.net","147957.04","Buyer","F","46","53.0"
"566","James","Haney","Female","74","867.996.0828","terrypatrick@example.com","30655.7","Renter","F","3","27.0"
"567","Danielle","King","Female","30","469-620-8564x9013","kathryn19@example.org","144585.87","Renter","F","44","85.0"
"568","Neil","Summers","Female","38","2112546175","stephaniegross@example.net","182261.34","Buyer","F","36","192.0"
"569","Danielle","Chandler","Male","50","3447104043","gcruz@example.com","40038.21","Prospect","F","13","110.0"
"570","Charles","Lewis","Male","45","538-214-8374x75580","garciarichard@example.com","51320.95","Buyer","F","28","92.0"
"571","Patrick","West","Male","39","578.940.1902x7169","grahamdaniel@example.net","194422.04","Investor","F","26","330.0"
"572","Sarah","Coleman","Male","19","461.819.9767x59833","alvarezbobby@example.com","40290.51","Buyer","F","45","169.0"
"573","Michelle","Cook","Other","37","+1-735-834-5819","scott28@example.com","171605.09","Investor","F","16","6.0"
"574","John","Crane","Female","29","499.382.4266","swhitehead@example.com","100994.18","Investor","F","49","246.0"
"575","Matthew","Williams","Male","25","+1-758-546-6879x30302","rachelmurray@example.com","53210.06","Investor","F","45","200.0"
"576","Karen","Jordan","Male","34","+1-434-751-5025","ronald30@example.net","174796.23","Prospect","F","36","329.0"
"577","Tanner","Lee","Other","62","4899720738","vharrison@example.org","91834.52","Prospect","F","2","278.0"
"578","David","Wolf","Female","63","325-427-8630x9007","williamsdonald@example.com","105389.38","Renter","F","3","174.0"
"579","Donald","Phillips","Other","74","973-305-7771x9619","ndiaz@example.com","75050.51","Investor","F","32","23.0"
"580","Michael","Ross","Other","41","001-276-740-9968x33440","evanholloway@example.com","120625.42","Investor","F","30","66.0"
"581","Sierra","Downs","Other","38","(253)979-3221x9143","coxjustin@example.net","36887.16","Buyer","F","29","77.0"
"582","John","Williams","Female","64","257-391-1501","jfletcher@example.com","81260.9","Prospect","F","47","20.0"
"583","Alan","Gordon","Male","64","(965)589-3475","lucasromero@example.net","194035.4","Renter","F","5","263.0"
"584","Jamie","Vasquez","Other","67","392-614-9679","tsanchez@example.net","55336.02","Renter","F","32","318.0"
"585","Sandra","Mercer","Other","37","(443)620-3172x6652","qryan@example.net","133063.65","Investor","F","42","90.0"
"586","Rachel","Hinton","Male","30","824.200.0208x6014","christopher08@example.com","68412.06","Buyer","T","12","373.0"
"587","Joshua","Holloway","Male","43","216.330.3356x3693","brownbenjamin@example.org","155827.26","Buyer","F","7",""
"588","Alicia","Larson","Other","67","218.478.1048","matthewcrane@example.org","30520.36","Prospect","F","45","228.0"
"589","Matthew","Gilmore","Female","24","+1-329-509-3043x766","ilong@example.net","194115.1","Investor","F","46",""
"590","Angel","Mccormick","Male","44","922-668-1594","wbradford@example.net","93488.96","Prospect","F","54",""
"591","Jeffrey","Holder","Female","25","905-583-3096","smontgomery@example.org","51029.84","Investor","F","57","138.0"
"592","Cody","Richards","Female","25","242-369-3765","bburnett@example.com","19331.87","Investor","F","47",""
"593","Hannah","Garcia","Female","27","276.328.8363x6885","ykoch@example.net","38102.79","Renter","F","7",""
"594","Evan","Glass","Other","47","(292)526-6678","fschneider@example.com","106355.92","Prospect","F","34","262.0"
"595","Veronica","Nguyen","Male","40","(589)789-0749","taylormatthew@example.com","70715.62","Prospect","F","50","252.0"
"596","Timothy","Hernandez","Other","63","397-664-0838x58050","mejiadaniel@example.com","166632.26","Prospect","F","28","378.0"
"597","Mark","Arnold","Male","39","991.329.5651","skinnerkyle@example.com","89023.07","Renter","F","33","98.0"
"598","Benjamin","Marks","Other","38","(900)792-4492x878","oriddle@example.org","53499.28","Prospect","F","58","87.0"
"599","Dawn","Schroeder","Other","59","001-830-211-2501","khill@example.org","125343.27","Investor","F","41","146.0"
"600","Richard","Day","Other","59","(822)423-3693x180","smithstephanie@example.net","142821.56","Renter","F","14","118.0"
"601","James","Shepard","Other","50","226-762-4975x374","shenson@example.org","37573.17","Investor","F","29","129.0"
"602","Lindsay","Farmer","Male","22","669-656-7406x8735","jeffery51@example.com","37685.75","Investor","F","34",""
"603","Oscar","Patterson","Female","18","+1-686-558-3483","diana62@example.com","12150.93","Investor","F","14","364.0"
"604","Marilyn","Lewis","Female","20","(648)553-2077x5870","kendrasantos@example.net","148598.39","Investor","F","33","210.0"
"605","Ann","Sandoval","Other","37","+1-244-736-9580x5045","carlsonamanda@example.com","134441.88","Buyer","F","10",""
"606","Steven","Oconnor","Female","64","2079342939","vperez@example.com","97553.02","Renter","F","52","79.0"
"607","Rebecca","Richard","Male","69","001-854-450-3801","angie51@example.com","169613.24","Renter","F","47","92.0"
"608","Benjamin","Anderson","Female","40","001-304-450-2814x353","xcarlson@example.net","162105.68","Prospect","F","45","285.0"
"609","Gloria","Cohen","Other","30","579.753.1112","hillmisty@example.com","119144.1","Investor","F","6","325.0"
"610","Michael","Dyer","Male","60","528-566-2510x857","michael51@example.com","174312.9","Investor","F","28","139.0"
"611","Crystal","Reynolds","Male","47","6917935117","larry37@example.net","45139.04","Buyer","F","41","121.0"
"612","Anthony","Hubbard","Male","57","(972)681-6733","idavis@example.org","26824.33","Buyer","F","37","2.0"
"613","Elizabeth","Rivas","Female","82","(362)964-1260x848","lmoore@example.net","57601.17","Renter","F","44","300.0"
"614","Sarah","Coleman","Female","75","719.363.0399","dgarner@example.com","16131.94","Buyer","F","19","328.0"
"615","Matthew","Joseph","Female","36","001-599-282-2673x1234","wayne14@example.net","108578.06","Renter","F","31","218.0"
"616","Edwin","Thomas","Other","24","+1-636-445-0282x313","xcox@example.com","187638.11","Prospect","F","26","182.0"
"617","Nicholas","Lopez","Female","34","+1-511-654-9044x318","ryangilbert@example.org","12671.99","Renter","F","13","175.0"
"618","Rose","Miller","Female","43","8294771150","frysharon@example.net","28811.43","Renter","F","18","323.0"
"619","David","Berger","Female","59","517-432-8162x91087","coreypierce@example.com","93178.81","Buyer","F","27","142.0"
"620","Ashley","Jones","Female","62","273-976-7105x29877","michael99@example.net","187105.63","Renter","F","39","261.0"
"621","Christopher","Boyer","Male","57","8445500202","cpeters@example.org","66650.44","Renter","F","40","346.0"
"622","Julie","Collins","Female","36","(602)295-8676x030","joshuacohen@example.com","103910.79","Prospect","T","13","276.0"
"623","Erin","Evans","Female","37","382-536-8810","seanjones@example.com","13106.71","Buyer","F","4","50.0"
"624","Craig","Sanchez","Other","36","(701)584-2201x3882","anthonypierce@example.org","33926.92","Investor","T","20","156.0"
"625","Gina","Jones","Female","20","001-868-216-3603x89173","lcurry@example.net","197392.87","Investor","F","35","34.0"
"626","Kevin","Tucker","Male","84","920.300.5214x1070","jallen@example.com","193198.15","Investor","F","40","299.0"
"627","Monica","Johnson","Male","20","+1-389-651-2370x8511","michael56@example.net","5963.3","Prospect","F","43","195.0"
"628","Thomas","Jensen","Male","50","(956)319-2767x137","bbrady@example.org","190603.3","Renter","F","13","330.0"
"629","Brenda","Morales","Other","52","(966)578-3055","igarcia@example.net","129628.39","Buyer","F","1",""
"630","Timothy","Mitchell","Female","52","8228346144","troyharris@example.org","174244.07","Investor","F","2","75.0"
"631","Aaron","Bean","Other","67","417-661-4215","danielsanders@example.net","93674.27","Renter","F","33","289.0"
"632","Jillian","Clark","Male","58","(247)504-6568x96987","xarnold@example.org","105541.23","Prospect","F","35",""
"633","Aaron","Ramirez","Male","43","479.436.3159","stanleygary@example.org","100325.08","Prospect","F","46",""
"634","Patrick","George","Male","49","410-440-6291x187","juanmartinez@example.org","135038.53","Investor","F","26","307.0"
"635","Andrew","Herrera","Male","20","996.607.5789x849","dweber@example.com","32231.99","Investor","F","23","246.0"
"636","Evan","Oneill","Female","48","771-314-8656","cooleypatricia@example.org","10844.85","Investor","F","41","57.0"
"637","Ryan","Vasquez","Female","21","+1-956-431-6312x9755","mgarcia@example.com","65046.34","Investor","F","22","385.0"
"638","Chelsea","Robinson","Female","35","+1-281-819-3899","heidiwilson@example.org","142412.75","Buyer","F","34","273.0"
"639","Dawn","Smith","Other","47","567-853-2163","langjohn@example.com","44361.42","Prospect","F","10","144.0"
"640","Christina","Rose","Female","60","690-704-9037x295","wesley56@example.org","136319.32","Prospect","F","14","260.0"
"641","Erin","Stark","Male","43","+1-712-774-3922","kimjoseph@example.net","194132.85","Renter","F","46","386.0"
"642","Jackie","Lopez","Other","35","+1-814-276-2123","hortonrandall@example.net","23310.64","Prospect","F","50",""
"643","Carmen","Howard","Other","38","538-245-3156","alaningram@example.com","136157.41","Investor","F","35","294.0"
"644","Carla","Boyd","Male","41","001-259-409-6459x8724","murraycynthia@example.org","91531.29","Investor","F","10","298.0"
"645","Mark","Bautista","Male","58","966-581-1339","echavez@example.net","174287.74","Prospect","F","20","152.0"
"646","Derek","Mendoza","Other","53","340.524.2224","jenkinsrita@example.org","39544.21","Renter","F","7",""
"647","Jessica","Hamilton","Male","21","201-481-4442x4842","john50@example.net","140062.06","Investor","F","40","44.0"
"648","Carolyn","Gonzales","Other","47","(611)386-1564x099","troy39@example.net","168432.48","Renter","F","23",""
"649","Christine","Brown","Other","79","270.454.2451","qdalton@example.org","189199.77","Renter","F","39","166.0"
"650","Anthony","Gonzalez","Other","65","(859)842-9920x2376","xgreene@example.org","138233.37","Renter","F","32","168.0"
"651","Ashley","Hall","Male","38","+1-261-594-1183","david24@example.org","101949.08","Renter","F","27","317.0"
"652","Nicholas","Nunez","Male","52","934.763.3488x93343","crosbyjoan@example.com","125480.21","Prospect","F","43","29.0"
"653","Ryan","Salazar","Male","26","001-408-765-4243x8269","andrew43@example.com","174436.47","Renter","F","29","369.0"
"654","Lori","Smith","Other","80","(828)889-5947x039","mark59@example.org","116268.9","Investor","F","57","52.0"
"655","Mary","Ruiz","Female","69","404-971-8830x09954","sarahodom@example.net","10925.48","Buyer","F","53","120.0"
"656","Jessica","Newman","Other","58","+1-368-966-7989x94706","brennanmichelle@example.com","186535.0","Prospect","F","48","218.0"
"657","Breanna","Miller","Other","85","897-911-0384x715","robert50@example.net","139457.72","Buyer","F","29","159.0"
"658","Matthew","Daniels","Male","49","860.716.7449x23435","andradevictoria@example.com","136920.11","Prospect","F","3","211.0"
"659","Mario","Blankenship","Female","84","+1-856-369-3754x0242","idecker@example.net","47056.65","Buyer","F","29","129.0"
"660","Gary","Rivera","Female","54","414.802.5038x576","willie16@example.org","133482.67","Prospect","F","19","239.0"
"661","Zachary","Roberts","Male","84","568.206.3585","johnsonchristopher@example.org","81803.56","Renter","F","42","157.0"
"662","Scott","Lane","Male","82","+1-751-893-0485x277","nwilliams@example.com","131990.43","Buyer","F","38","383.0"
"663","Mark","Thomas","Other","35","863.844.4394","jessemedina@example.net","25785.64","Prospect","F","29",""
"664","Sydney","Gonzalez","Male","76","(776)917-0731x744","lmercado@example.net","133279.83","Renter","F","6","54.0"
"665","Robert","Taylor","Female","38","967.985.0898","kristen59@example.com","199885.68","Buyer","F","46","156.0"
"666","Gabrielle","Santos","Other","64","885-929-5377x4037","sgrant@example.org","14401.35","Buyer","F","25","298.0"
"667","Joseph","Hernandez","Other","38","767.951.4975x3411","deniseclark@example.net","195548.97","Prospect","F","3","319.0"
"668","Brianna","Mccormick","Male","60","+1-609-740-6565x8234","aliciabenjamin@example.com","84347.05","Renter","F","10","17.0"
"669","Diana","Henderson","Other","24","252.632.6600","kjohnson@example.net","174796.92","Prospect","F","47","319.0"
"670","Christian","Brown","Female","54","849.756.1199","millercristian@example.com","157565.17","Renter","F","9","29.0"
"671","Wayne","Curry","Male","50","846.961.4477x618","ramirezsteven@example.net","115568.17","Buyer","F","55","181.0"
