Employee_id,Employee_name,role,phone,email,project_id
363,Melinda Cervantes,Account,+1-984-916-6123x740,jesusthompson@kim-clark.net,72
364,Susan Forbes,Project Manager,2149262037,davisbrian@guerrero.com,126
365,Timothy Zuniga,Sales,459.398.9897,uestes@gordon.net,107
366,Sarah Waller,Sales,948-722-1758x839,ryanbryan@green.biz,176
367,Melvin Poole,Support,469.914.9611,carolhenderson@hernandez.info,164
368,Kevin Perez,Support,919-661-5607x832,jennifer51@carpenter-trevino.biz,138
369,Andrew Jacobs,Account,001-949-666-8349x604,wallaceeric@garcia-thomas.com,52
370,Jennifer Daniels,Manager,5892348688,tracifoster@ewing.info,112
371,Marcus Brown,Agent,831-393-5923,thomasrussell@peterson.com,102
372,Jorge Morales,Account,(354)847-2419,marksheidi@johnson-bradley.biz,113
373,Patrick Mosley,Support,001-482-349-8980x88067,ramosrobert@cobb.org,103
374,Lori Valentine,Agent,+1-689-339-6987x486,brianna50@martinez.org,21
375,Michael Woods,Agent,260.551.1716,robertwright@holland.com,106
376,Jamie Smith,Agent,+1-894-624-8942x046,djimenez@mccormick-baker.com,167
377,Sean Burns,Manager,580-797-4533x89062,yliu@dickerson.biz,92
378,Amy Sanders,Account,+1-695-430-0622x122,ebrandt@douglas.com,172
379,Brian Thompson,Sales,258-348-8600,folson@anderson.org,14
380,Richard Smith,Sales,626.542.6121x203,jeremy59@cruz.net,18
381,Madison Richardson,Sales,824.621.8385x45400,justin75@thomas.com,107
382,Brittany Marquez,Manager,989-479-1776x3342,mikaylapeters@cohen-weiss.info,92
383,Mary Brown,Sales,+1-463-604-5306x935,melanie40@hodge.com,139
384,Jennifer Wells,Project Manager,516.752.4445x44608,nmorrison@bush-tran.com,147
385,Kyle Thomas,Agent,284.686.9996x98829,iriley@garcia-franco.com,140
386,Andrew Davis,Sales,001-542-542-3839x728,theresagalloway@dunn.com,168
387,Ms. Kayla Williams,Agent,(221)201-0232,ymurray@williams.net,102
388,Barbara Kelley,Account,756.514.0384,hartmanjoshua@may.org,167
389,Rachel Johnson,Agent,001-707-262-0545x9671,qreynolds@henderson-davis.com,10
390,Elizabeth Miller,Agent,001-934-207-8516x994,kendra36@kelley-phillips.com,150
391,Latoya Howell,Sales,(997)908-3868x8891,anthony96@cox.org,87
392,Allison Wheeler,Project Manager,4128657898,tiffany80@richardson.info,144
393,Ernest Bernard,Manager,474.612.7469x2118,bcase@thompson-thomas.info,51
394,Angela Brown,Account,001-454-221-8545x7056,meganrichardson@page.com,165
395,Colleen Padilla,Sales,(740)672-3247x28289,davisabigail@white.com,54
396,Jason Price,Project Manager,7712058011,gblackwell@miller.com,86
397,Robert Bauer,Sales,001-723-200-7169,sscott@miller.net,91
398,Crystal Brewer,Project Manager,(398)493-6529x44716,lindashepherd@lewis.com,68
399,Andrew Bell,Account,521.774.3574,zmoreno@werner-graham.biz,54
400,Joshua Fritz,Project Manager,288-738-4253x6462,griffinsean@bush-long.info,140
